source,target,weight,shared_repositories
akavlie,untitaker,1,pallets/flask
akavlie,vtbassmatt,1,pallets/flask
akavlie,wgwz,1,pallets/flask
akavlie,yuxiaoy1,1,pallets/flask
alejsdev,alv2017,1,fastapi/fastapi
alejsdev,barsi,1,fastapi/fastapi
alejsdev,ceb10n,1,fastapi/fastapi
alejsdev,dependabot[bot],1,fastapi/fastapi
alejsdev,dmontagu,1,fastapi/fastapi
alejsdev,estebanx64,1,fastapi/fastapi
alejsdev,euri10,1,fastapi/fastapi
alejsdev,github-actions[bot],1,fastapi/fastapi
alejsdev,handabaldeep,1,fastapi/fastapi
alejsdev,hard-coders,1,fastapi/fastapi
alejsdev,hasansezertasan,1,fastapi/fastapi
alejsdev,jaystone776,1,fastapi/fastapi
alejsdev,kantandane,1,fastapi/fastapi
alejsdev,marcelomarkus,1,fastapi/fastapi
alejsdev,mariacamilagl,1,fastapi/fastapi
alejsdev,nilslindemann,1,fastapi/fastapi
alejsdev,pablocm83,1,fastapi/fastapi
alejsdev,pre-commit-ci[bot],1,fastapi/fastapi
alejsdev,svlandeg,1,fastapi/fastapi
alejsdev,tiangolo,1,fastapi/fastapi
alejsdev,tokusumi,1,fastapi/fastapi
alejsdev,valentinDruzhinin,1,fastapi/fastapi
alejsdev,vishnuvskvkl,1,fastapi/fastapi
alejsdev,waynerv,1,fastapi/fastapi
alejsdev,xzmeng,1,fastapi/fastapi
alejsdev,yychanlee,1,fastapi/fastapi
alejsdev,zhaohan-dong,1,fastapi/fastapi
alex,andrewgodwin,1,django/django
alex,apollo13,1,django/django
alex,atombrella,1,django/django
alex,bmispelon,1,django/django
alex,brosner,1,django/django
alex,carljm,1,django/django
alex,carltongibson,1,django/django
alex,charettes,1,django/django
alex,cjerdonek,1,django/django
alex,claudep,1,django/django
alex,felixxm,1,django/django
alex,freakboy3742,1,django/django
alex,gdub,1,django/django
alex,hramezani,1,django/django
alex,jacobian,1,django/django
alex,jacobtylerwalls,1,django/django
alex,jbronn,1,django/django
alex,jdufresne,1,django/django
alex,jezdez,1,django/django
alex,jphalip,1,django/django
alex,kmtracey,1,django/django
alex,loic,1,django/django
alex,malcolmt,1,django/django
alex,mjtamlyn,1,django/django
alex,nessita,1,django/django
alex,ngnpope,1,django/django
alex,ramiro,1,django/django
alex,sarahboyce,1,django/django
alex,sir-sigurd,1,django/django
alex,smithdc1,1,django/django
alex,spookylukey,1,django/django
alex,timgraham,1,django/django
alex,ubernostrum,1,django/django
alexpantyukhin,antsar,1,pallets/flask
alexpantyukhin,aqt01,1,pallets/flask
alexpantyukhin,cvrebert,1,pallets/flask
alexpantyukhin,dag,1,pallets/flask
alexpantyukhin,davidism,1,pallets/flask
alexpantyukhin,dawranliou,1,pallets/flask
alexpantyukhin,defuz,1,pallets/flask
alexpantyukhin,dependabot-preview[bot],1,pallets/flask
alexpantyukhin,dependabot[bot],1,pallets/flask
alexpantyukhin,florentx,1,pallets/flask
alexpantyukhin,flying-sheep,1,pallets/flask
alexpantyukhin,garenchan,1,pallets/flask
alexpantyukhin,greyli,1,pallets/flask
alexpantyukhin,jab,1,pallets/flask
alexpantyukhin,jeffwidman,1,pallets/flask
alexpantyukhin,kennethreitz,1,pallets/flask
alexpantyukhin,keyan,1,pallets/flask
alexpantyukhin,lepture,1,pallets/flask
alexpantyukhin,lord63,1,pallets/flask
alexpantyukhin,methane,1,pallets/flask
alexpantyukhin,miguelgrinberg,1,pallets/flask
alexpantyukhin,mitsuhiko,1,pallets/flask
alexpantyukhin,pgjones,1,pallets/flask
alexpantyukhin,plaes,1,pallets/flask
alexpantyukhin,pre-commit-ci[bot],1,pallets/flask
alexpantyukhin,rduplain,1,pallets/flask
alexpantyukhin,s3rvac,1,pallets/flask
alexpantyukhin,tullyrankin,1,pallets/flask
alexpantyukhin,untitaker,1,pallets/flask
alexpantyukhin,vtbassmatt,1,pallets/flask
alexpantyukhin,wgwz,1,pallets/flask
alexpantyukhin,yuxiaoy1,1,pallets/flask
alextp,amueller,1,scikit-learn/scikit-learn
alextp,arjoly,1,scikit-learn/scikit-learn
alextp,betatim,1,scikit-learn/scikit-learn
alextp,clayw,1,scikit-learn/scikit-learn
alextp,cmarmo,1,scikit-learn/scikit-learn
alextp,glemaitre,1,scikit-learn/scikit-learn
alextp,glouppe,1,scikit-learn/scikit-learn
alextp,jakevdp,1,scikit-learn/scikit-learn
alextp,jeremiedbb,1,scikit-learn/scikit-learn
alextp,jjerphan,1,scikit-learn/scikit-learn
alextp,jnothman,1,scikit-learn/scikit-learn
alextp,kemaleren,1,scikit-learn/scikit-learn
alextp,larsmans,1,scikit-learn/scikit-learn
alextp,lesteve,1,scikit-learn/scikit-learn
alextp,lorentzenchr,1,scikit-learn/scikit-learn
alextp,lucyleeow,1,scikit-learn/scikit-learn
alextp,mblondel,1,scikit-learn/scikit-learn
alextp,oddskool,1,scikit-learn/scikit-learn
alextp,ogrisel,1,scikit-learn/scikit-learn
alextp,pprett,1,scikit-learn/scikit-learn
alextp,qinhanmin2014,1,scikit-learn/scikit-learn
alextp,raghavrv,1,scikit-learn/scikit-learn
alextp,robertlayton,1,scikit-learn/scikit-learn
alextp,rth,1,scikit-learn/scikit-learn
alextp,scikit-learn-bot,1,scikit-learn/scikit-learn
alextp,thomasjpfan,1,scikit-learn/scikit-learn
alextp,vene,1,scikit-learn/scikit-learn
alextp,weilinear,1,scikit-learn/scikit-learn
alimcmaster1,attack68,1,pandas-dev/pandas
alimcmaster1,changhiskhan,1,pandas-dev/pandas
alimcmaster1,charlesdong1991,1,pandas-dev/pandas
alimcmaster1,chris-b1,1,pandas-dev/pandas
alimcmaster1,cpcloud,1,pandas-dev/pandas
alimcmaster1,datapythonista,1,pandas-dev/pandas
alimcmaster1,dsaxton,1,pandas-dev/pandas
alimcmaster1,fangchenli,1,pandas-dev/pandas
alimcmaster1,gfyoung,1,pandas-dev/pandas
alimcmaster1,h-vetinari,1,pandas-dev/pandas
alimcmaster1,hayd,1,pandas-dev/pandas
alimcmaster1,jbrockmendel,1,pandas-dev/pandas
alimcmaster1,jorisvandenbossche,1,pandas-dev/pandas
alimcmaster1,jreback,1,pandas-dev/pandas
alimcmaster1,jschendel,1,pandas-dev/pandas
alimcmaster1,jseabold,1,pandas-dev/pandas
alimcmaster1,jtratner,1,pandas-dev/pandas
alimcmaster1,lithomas1,1,pandas-dev/pandas
alimcmaster1,lukemanley,1,pandas-dev/pandas
alimcmaster1,mroeschke,1,pandas-dev/pandas
alimcmaster1,mzeitlin11,1,pandas-dev/pandas
alimcmaster1,natmokval,1,pandas-dev/pandas
alimcmaster1,orbitfold,1,pandas-dev/pandas
alimcmaster1,phofl,1,pandas-dev/pandas
alimcmaster1,rhshadrach,1,pandas-dev/pandas
alimcmaster1,simonjayhawkins,1,pandas-dev/pandas
alimcmaster1,sinhrks,1,pandas-dev/pandas
alimcmaster1,toobaz,1,pandas-dev/pandas
alimcmaster1,topper-123,1,pandas-dev/pandas
alimcmaster1,tuhinsharma121,1,pandas-dev/pandas
alimcmaster1,twoertwein,1,pandas-dev/pandas
alimcmaster1,wesm,1,pandas-dev/pandas
alv2017,barsi,1,fastapi/fastapi
alv2017,ceb10n,1,fastapi/fastapi
alv2017,dependabot[bot],1,fastapi/fastapi
alv2017,dmontagu,1,fastapi/fastapi
alv2017,estebanx64,1,fastapi/fastapi
alv2017,euri10,1,fastapi/fastapi
alv2017,github-actions[bot],1,fastapi/fastapi
alv2017,handabaldeep,1,fastapi/fastapi
alv2017,hard-coders,1,fastapi/fastapi
alv2017,hasansezertasan,1,fastapi/fastapi
alv2017,jaystone776,1,fastapi/fastapi
alv2017,kantandane,1,fastapi/fastapi
alv2017,marcelomarkus,1,fastapi/fastapi
alv2017,mariacamilagl,1,fastapi/fastapi
alv2017,nilslindemann,1,fastapi/fastapi
alv2017,pablocm83,1,fastapi/fastapi
alv2017,pre-commit-ci[bot],1,fastapi/fastapi
alv2017,svlandeg,1,fastapi/fastapi
alv2017,tiangolo,1,fastapi/fastapi
alv2017,tokusumi,1,fastapi/fastapi
alv2017,valentinDruzhinin,1,fastapi/fastapi
alv2017,vishnuvskvkl,1,fastapi/fastapi
alv2017,waynerv,1,fastapi/fastapi
alv2017,xzmeng,1,fastapi/fastapi
alv2017,yychanlee,1,fastapi/fastapi
alv2017,zhaohan-dong,1,fastapi/fastapi
amueller,arjoly,1,scikit-learn/scikit-learn
amueller,betatim,1,scikit-learn/scikit-learn
amueller,clayw,1,scikit-learn/scikit-learn
amueller,cmarmo,1,scikit-learn/scikit-learn
amueller,glemaitre,1,scikit-learn/scikit-learn
amueller,glouppe,1,scikit-learn/scikit-learn
amueller,jakevdp,1,scikit-learn/scikit-learn
amueller,jeremiedbb,1,scikit-learn/scikit-learn
amueller,jjerphan,1,scikit-learn/scikit-learn
amueller,jnothman,1,scikit-learn/scikit-learn
amueller,kemaleren,1,scikit-learn/scikit-learn
amueller,larsmans,1,scikit-learn/scikit-learn
amueller,lesteve,1,scikit-learn/scikit-learn
amueller,lorentzenchr,1,scikit-learn/scikit-learn
amueller,lucyleeow,1,scikit-learn/scikit-learn
amueller,mblondel,1,scikit-learn/scikit-learn
amueller,oddskool,1,scikit-learn/scikit-learn
amueller,ogrisel,1,scikit-learn/scikit-learn
amueller,pprett,1,scikit-learn/scikit-learn
amueller,qinhanmin2014,1,scikit-learn/scikit-learn
amueller,raghavrv,1,scikit-learn/scikit-learn
amueller,robertlayton,1,scikit-learn/scikit-learn
amueller,rth,1,scikit-learn/scikit-learn
amueller,scikit-learn-bot,1,scikit-learn/scikit-learn
amueller,thomasjpfan,1,scikit-learn/scikit-learn
amueller,vene,1,scikit-learn/scikit-learn
amueller,weilinear,1,scikit-learn/scikit-learn
andrewgodwin,apollo13,1,django/django
andrewgodwin,atombrella,1,django/django
andrewgodwin,bmispelon,1,django/django
andrewgodwin,brosner,1,django/django
andrewgodwin,carljm,1,django/django
andrewgodwin,carltongibson,1,django/django
andrewgodwin,charettes,1,django/django
andrewgodwin,cjerdonek,1,django/django
andrewgodwin,claudep,1,django/django
andrewgodwin,felixxm,1,django/django
andrewgodwin,freakboy3742,1,django/django
andrewgodwin,gdub,1,django/django
andrewgodwin,hramezani,1,django/django
andrewgodwin,jacobian,1,django/django
andrewgodwin,jacobtylerwalls,1,django/django
andrewgodwin,jbronn,1,django/django
andrewgodwin,jdufresne,1,django/django
andrewgodwin,jezdez,1,django/django
andrewgodwin,jphalip,1,django/django
andrewgodwin,kmtracey,1,django/django
andrewgodwin,loic,1,django/django
andrewgodwin,malcolmt,1,django/django
andrewgodwin,mjtamlyn,1,django/django
andrewgodwin,nessita,1,django/django
andrewgodwin,ngnpope,1,django/django
andrewgodwin,ramiro,1,django/django
andrewgodwin,sarahboyce,1,django/django
andrewgodwin,sir-sigurd,1,django/django
andrewgodwin,smithdc1,1,django/django
andrewgodwin,spookylukey,1,django/django
andrewgodwin,timgraham,1,django/django
andrewgodwin,ubernostrum,1,django/django
antsar,aqt01,1,pallets/flask
antsar,cvrebert,1,pallets/flask
antsar,dag,1,pallets/flask
antsar,davidism,1,pallets/flask
antsar,dawranliou,1,pallets/flask
antsar,defuz,1,pallets/flask
antsar,dependabot-preview[bot],1,pallets/flask
antsar,dependabot[bot],1,pallets/flask
antsar,florentx,1,pallets/flask
antsar,flying-sheep,1,pallets/flask
antsar,garenchan,1,pallets/flask
antsar,greyli,1,pallets/flask
antsar,jab,1,pallets/flask
antsar,jeffwidman,1,pallets/flask
antsar,kennethreitz,1,pallets/flask
antsar,keyan,1,pallets/flask
antsar,lepture,1,pallets/flask
antsar,lord63,1,pallets/flask
antsar,methane,1,pallets/flask
antsar,miguelgrinberg,1,pallets/flask
antsar,mitsuhiko,1,pallets/flask
antsar,pgjones,1,pallets/flask
antsar,plaes,1,pallets/flask
antsar,pre-commit-ci[bot],1,pallets/flask
antsar,rduplain,1,pallets/flask
antsar,s3rvac,1,pallets/flask
antsar,tullyrankin,1,pallets/flask
antsar,untitaker,1,pallets/flask
antsar,vtbassmatt,1,pallets/flask
antsar,wgwz,1,pallets/flask
antsar,yuxiaoy1,1,pallets/flask
apollo13,atombrella,1,django/django
apollo13,bmispelon,1,django/django
apollo13,brosner,1,django/django
apollo13,carljm,1,django/django
apollo13,carltongibson,1,django/django
apollo13,charettes,1,django/django
apollo13,cjerdonek,1,django/django
apollo13,claudep,1,django/django
apollo13,felixxm,1,django/django
apollo13,freakboy3742,1,django/django
apollo13,gdub,1,django/django
apollo13,hramezani,1,django/django
apollo13,jacobian,1,django/django
apollo13,jacobtylerwalls,1,django/django
apollo13,jbronn,1,django/django
apollo13,jdufresne,1,django/django
apollo13,jezdez,1,django/django
apollo13,jphalip,1,django/django
apollo13,kmtracey,1,django/django
apollo13,loic,1,django/django
apollo13,malcolmt,1,django/django
apollo13,mjtamlyn,1,django/django
apollo13,nessita,1,django/django
apollo13,ngnpope,1,django/django
apollo13,ramiro,1,django/django
apollo13,sarahboyce,1,django/django
apollo13,sir-sigurd,1,django/django
apollo13,smithdc1,1,django/django
apollo13,spookylukey,1,django/django
apollo13,timgraham,1,django/django
apollo13,ubernostrum,1,django/django
aqt01,cvrebert,1,pallets/flask
aqt01,dag,1,pallets/flask
aqt01,davidism,1,pallets/flask
aqt01,dawranliou,1,pallets/flask
aqt01,defuz,1,pallets/flask
aqt01,dependabot-preview[bot],1,pallets/flask
aqt01,dependabot[bot],1,pallets/flask
aqt01,florentx,1,pallets/flask
aqt01,flying-sheep,1,pallets/flask
aqt01,garenchan,1,pallets/flask
aqt01,greyli,1,pallets/flask
aqt01,jab,1,pallets/flask
aqt01,jeffwidman,1,pallets/flask
aqt01,kennethreitz,1,pallets/flask
aqt01,keyan,1,pallets/flask
aqt01,lepture,1,pallets/flask
aqt01,lord63,1,pallets/flask
aqt01,methane,1,pallets/flask
aqt01,miguelgrinberg,1,pallets/flask
aqt01,mitsuhiko,1,pallets/flask
aqt01,pgjones,1,pallets/flask
aqt01,plaes,1,pallets/flask
aqt01,pre-commit-ci[bot],1,pallets/flask
aqt01,rduplain,1,pallets/flask
aqt01,s3rvac,1,pallets/flask
aqt01,tullyrankin,1,pallets/flask
aqt01,untitaker,1,pallets/flask
aqt01,vtbassmatt,1,pallets/flask
aqt01,wgwz,1,pallets/flask
aqt01,yuxiaoy1,1,pallets/flask
arjoly,betatim,1,scikit-learn/scikit-learn
arjoly,clayw,1,scikit-learn/scikit-learn
arjoly,cmarmo,1,scikit-learn/scikit-learn
arjoly,glemaitre,1,scikit-learn/scikit-learn
arjoly,glouppe,1,scikit-learn/scikit-learn
arjoly,jakevdp,1,scikit-learn/scikit-learn
arjoly,jeremiedbb,1,scikit-learn/scikit-learn
arjoly,jjerphan,1,scikit-learn/scikit-learn
arjoly,jnothman,1,scikit-learn/scikit-learn
arjoly,kemaleren,1,scikit-learn/scikit-learn
arjoly,larsmans,1,scikit-learn/scikit-learn
arjoly,lesteve,1,scikit-learn/scikit-learn
arjoly,lorentzenchr,1,scikit-learn/scikit-learn
arjoly,lucyleeow,1,scikit-learn/scikit-learn
arjoly,mblondel,1,scikit-learn/scikit-learn
arjoly,oddskool,1,scikit-learn/scikit-learn
arjoly,ogrisel,1,scikit-learn/scikit-learn
arjoly,pprett,1,scikit-learn/scikit-learn
arjoly,qinhanmin2014,1,scikit-learn/scikit-learn
arjoly,raghavrv,1,scikit-learn/scikit-learn
arjoly,robertlayton,1,scikit-learn/scikit-learn
arjoly,rth,1,scikit-learn/scikit-learn
arjoly,scikit-learn-bot,1,scikit-learn/scikit-learn
arjoly,thomasjpfan,1,scikit-learn/scikit-learn
arjoly,vene,1,scikit-learn/scikit-learn
arjoly,weilinear,1,scikit-learn/scikit-learn
atombrella,bmispelon,1,django/django
atombrella,brosner,1,django/django
atombrella,carljm,1,django/django
atombrella,carltongibson,1,django/django
atombrella,charettes,1,django/django
atombrella,cjerdonek,1,django/django
atombrella,claudep,1,django/django
atombrella,felixxm,1,django/django
atombrella,freakboy3742,1,django/django
atombrella,gdub,1,django/django
atombrella,hramezani,1,django/django
atombrella,jacobian,1,django/django
atombrella,jacobtylerwalls,1,django/django
atombrella,jbronn,1,django/django
atombrella,jdufresne,1,django/django
atombrella,jezdez,1,django/django
atombrella,jphalip,1,django/django
atombrella,kmtracey,1,django/django
atombrella,loic,1,django/django
atombrella,malcolmt,1,django/django
atombrella,mjtamlyn,1,django/django
atombrella,nessita,1,django/django
atombrella,ngnpope,1,django/django
atombrella,ramiro,1,django/django
atombrella,sarahboyce,1,django/django
atombrella,sir-sigurd,1,django/django
atombrella,smithdc1,1,django/django
atombrella,spookylukey,1,django/django
atombrella,timgraham,1,django/django
atombrella,ubernostrum,1,django/django
attack68,changhiskhan,1,pandas-dev/pandas
attack68,charlesdong1991,1,pandas-dev/pandas
attack68,chris-b1,1,pandas-dev/pandas
attack68,cpcloud,1,pandas-dev/pandas
attack68,datapythonista,1,pandas-dev/pandas
attack68,dsaxton,1,pandas-dev/pandas
attack68,fangchenli,1,pandas-dev/pandas
attack68,gfyoung,1,pandas-dev/pandas
attack68,h-vetinari,1,pandas-dev/pandas
attack68,hayd,1,pandas-dev/pandas
attack68,jbrockmendel,1,pandas-dev/pandas
attack68,jorisvandenbossche,1,pandas-dev/pandas
attack68,jreback,1,pandas-dev/pandas
attack68,jschendel,1,pandas-dev/pandas
attack68,jseabold,1,pandas-dev/pandas
attack68,jtratner,1,pandas-dev/pandas
attack68,lithomas1,1,pandas-dev/pandas
attack68,lukemanley,1,pandas-dev/pandas
attack68,mroeschke,1,pandas-dev/pandas
attack68,mzeitlin11,1,pandas-dev/pandas
attack68,natmokval,1,pandas-dev/pandas
attack68,orbitfold,1,pandas-dev/pandas
attack68,phofl,1,pandas-dev/pandas
attack68,rhshadrach,1,pandas-dev/pandas
attack68,simonjayhawkins,1,pandas-dev/pandas
attack68,sinhrks,1,pandas-dev/pandas
attack68,toobaz,1,pandas-dev/pandas
attack68,topper-123,1,pandas-dev/pandas
attack68,tuhinsharma121,1,pandas-dev/pandas
attack68,twoertwein,1,pandas-dev/pandas
attack68,wesm,1,pandas-dev/pandas
barsi,ceb10n,1,fastapi/fastapi
barsi,dependabot[bot],1,fastapi/fastapi
barsi,dmontagu,1,fastapi/fastapi
barsi,estebanx64,1,fastapi/fastapi
barsi,euri10,1,fastapi/fastapi
barsi,github-actions[bot],1,fastapi/fastapi
barsi,handabaldeep,1,fastapi/fastapi
barsi,hard-coders,1,fastapi/fastapi
barsi,hasansezertasan,1,fastapi/fastapi
barsi,jaystone776,1,fastapi/fastapi
barsi,kantandane,1,fastapi/fastapi
barsi,marcelomarkus,1,fastapi/fastapi
barsi,mariacamilagl,1,fastapi/fastapi
barsi,nilslindemann,1,fastapi/fastapi
barsi,pablocm83,1,fastapi/fastapi
barsi,pre-commit-ci[bot],1,fastapi/fastapi
barsi,svlandeg,1,fastapi/fastapi
barsi,tiangolo,1,fastapi/fastapi
barsi,tokusumi,1,fastapi/fastapi
barsi,valentinDruzhinin,1,fastapi/fastapi
barsi,vishnuvskvkl,1,fastapi/fastapi
barsi,waynerv,1,fastapi/fastapi
barsi,xzmeng,1,fastapi/fastapi
barsi,yychanlee,1,fastapi/fastapi
barsi,zhaohan-dong,1,fastapi/fastapi
betatim,clayw,1,scikit-learn/scikit-learn
betatim,cmarmo,1,scikit-learn/scikit-learn
betatim,glemaitre,1,scikit-learn/scikit-learn
betatim,glouppe,1,scikit-learn/scikit-learn
betatim,jakevdp,1,scikit-learn/scikit-learn
betatim,jeremiedbb,1,scikit-learn/scikit-learn
betatim,jjerphan,1,scikit-learn/scikit-learn
betatim,jnothman,1,scikit-learn/scikit-learn
betatim,kemaleren,1,scikit-learn/scikit-learn
betatim,larsmans,1,scikit-learn/scikit-learn
betatim,lesteve,1,scikit-learn/scikit-learn
betatim,lorentzenchr,1,scikit-learn/scikit-learn
betatim,lucyleeow,1,scikit-learn/scikit-learn
betatim,mblondel,1,scikit-learn/scikit-learn
betatim,oddskool,1,scikit-learn/scikit-learn
betatim,ogrisel,1,scikit-learn/scikit-learn
betatim,pprett,1,scikit-learn/scikit-learn
betatim,qinhanmin2014,1,scikit-learn/scikit-learn
betatim,raghavrv,1,scikit-learn/scikit-learn
betatim,robertlayton,1,scikit-learn/scikit-learn
betatim,rth,1,scikit-learn/scikit-learn
betatim,scikit-learn-bot,1,scikit-learn/scikit-learn
betatim,thomasjpfan,1,scikit-learn/scikit-learn
betatim,vene,1,scikit-learn/scikit-learn
betatim,weilinear,1,scikit-learn/scikit-learn
bmispelon,brosner,1,django/django
bmispelon,carljm,1,django/django
bmispelon,carltongibson,1,django/django
bmispelon,charettes,1,django/django
bmispelon,cjerdonek,1,django/django
bmispelon,claudep,1,django/django
bmispelon,felixxm,1,django/django
bmispelon,freakboy3742,1,django/django
bmispelon,gdub,1,django/django
bmispelon,hramezani,1,django/django
bmispelon,jacobian,1,django/django
bmispelon,jacobtylerwalls,1,django/django
bmispelon,jbronn,1,django/django
bmispelon,jdufresne,1,django/django
bmispelon,jezdez,1,django/django
bmispelon,jphalip,1,django/django
bmispelon,kmtracey,1,django/django
bmispelon,loic,1,django/django
bmispelon,malcolmt,1,django/django
bmispelon,mjtamlyn,1,django/django
bmispelon,nessita,1,django/django
bmispelon,ngnpope,1,django/django
bmispelon,ramiro,1,django/django
bmispelon,sarahboyce,1,django/django
bmispelon,sir-sigurd,1,django/django
bmispelon,smithdc1,1,django/django
bmispelon,spookylukey,1,django/django
bmispelon,timgraham,1,django/django
bmispelon,ubernostrum,1,django/django
brosner,carljm,1,django/django
brosner,carltongibson,1,django/django
brosner,charettes,1,django/django
brosner,cjerdonek,1,django/django
brosner,claudep,1,django/django
brosner,felixxm,1,django/django
brosner,freakboy3742,1,django/django
brosner,gdub,1,django/django
brosner,hramezani,1,django/django
brosner,jacobian,1,django/django
brosner,jacobtylerwalls,1,django/django
brosner,jbronn,1,django/django
brosner,jdufresne,1,django/django
brosner,jezdez,1,django/django
brosner,jphalip,1,django/django
brosner,kmtracey,1,django/django
brosner,loic,1,django/django
brosner,malcolmt,1,django/django
brosner,mjtamlyn,1,django/django
brosner,nessita,1,django/django
brosner,ngnpope,1,django/django
brosner,ramiro,1,django/django
brosner,sarahboyce,1,django/django
brosner,sir-sigurd,1,django/django
brosner,smithdc1,1,django/django
brosner,spookylukey,1,django/django
brosner,timgraham,1,django/django
brosner,ubernostrum,1,django/django
carljm,carltongibson,1,django/django
carljm,charettes,1,django/django
carljm,cjerdonek,1,django/django
carljm,claudep,1,django/django
carljm,felixxm,1,django/django
carljm,freakboy3742,1,django/django
carljm,gdub,1,django/django
carljm,hramezani,1,django/django
carljm,jacobian,1,django/django
carljm,jacobtylerwalls,1,django/django
carljm,jbronn,1,django/django
carljm,jdufresne,1,django/django
carljm,jezdez,1,django/django
carljm,jphalip,1,django/django
carljm,kmtracey,1,django/django
carljm,loic,1,django/django
carljm,malcolmt,1,django/django
carljm,mjtamlyn,1,django/django
carljm,nessita,1,django/django
carljm,ngnpope,1,django/django
carljm,ramiro,1,django/django
carljm,sarahboyce,1,django/django
carljm,sir-sigurd,1,django/django
carljm,smithdc1,1,django/django
carljm,spookylukey,1,django/django
carljm,timgraham,1,django/django
carljm,ubernostrum,1,django/django
carltongibson,charettes,1,django/django
carltongibson,cjerdonek,1,django/django
carltongibson,claudep,1,django/django
carltongibson,felixxm,1,django/django
carltongibson,freakboy3742,1,django/django
carltongibson,gdub,1,django/django
carltongibson,hramezani,1,django/django
carltongibson,jacobian,1,django/django
carltongibson,jacobtylerwalls,1,django/django
carltongibson,jbronn,1,django/django
carltongibson,jdufresne,1,django/django
carltongibson,jezdez,1,django/django
carltongibson,jphalip,1,django/django
carltongibson,kmtracey,1,django/django
carltongibson,loic,1,django/django
carltongibson,malcolmt,1,django/django
carltongibson,mjtamlyn,1,django/django
carltongibson,nessita,1,django/django
carltongibson,ngnpope,1,django/django
carltongibson,ramiro,1,django/django
carltongibson,sarahboyce,1,django/django
carltongibson,sir-sigurd,1,django/django
carltongibson,smithdc1,1,django/django
carltongibson,spookylukey,1,django/django
carltongibson,timgraham,1,django/django
carltongibson,ubernostrum,1,django/django
ceb10n,dependabot[bot],1,fastapi/fastapi
ceb10n,dmontagu,1,fastapi/fastapi
ceb10n,estebanx64,1,fastapi/fastapi
ceb10n,euri10,1,fastapi/fastapi
ceb10n,github-actions[bot],1,fastapi/fastapi
ceb10n,handabaldeep,1,fastapi/fastapi
ceb10n,hard-coders,1,fastapi/fastapi
ceb10n,hasansezertasan,1,fastapi/fastapi
ceb10n,jaystone776,1,fastapi/fastapi
ceb10n,kantandane,1,fastapi/fastapi
ceb10n,marcelomarkus,1,fastapi/fastapi
ceb10n,mariacamilagl,1,fastapi/fastapi
ceb10n,nilslindemann,1,fastapi/fastapi
ceb10n,pablocm83,1,fastapi/fastapi
ceb10n,pre-commit-ci[bot],1,fastapi/fastapi
ceb10n,svlandeg,1,fastapi/fastapi
ceb10n,tiangolo,1,fastapi/fastapi
ceb10n,tokusumi,1,fastapi/fastapi
ceb10n,valentinDruzhinin,1,fastapi/fastapi
ceb10n,vishnuvskvkl,1,fastapi/fastapi
ceb10n,waynerv,1,fastapi/fastapi
ceb10n,xzmeng,1,fastapi/fastapi
ceb10n,yychanlee,1,fastapi/fastapi
ceb10n,zhaohan-dong,1,fastapi/fastapi
changhiskhan,charlesdong1991,1,pandas-dev/pandas
changhiskhan,chris-b1,1,pandas-dev/pandas
changhiskhan,cpcloud,1,pandas-dev/pandas
changhiskhan,datapythonista,1,pandas-dev/pandas
changhiskhan,dsaxton,1,pandas-dev/pandas
changhiskhan,fangchenli,1,pandas-dev/pandas
changhiskhan,gfyoung,1,pandas-dev/pandas
changhiskhan,h-vetinari,1,pandas-dev/pandas
changhiskhan,hayd,1,pandas-dev/pandas
changhiskhan,jbrockmendel,1,pandas-dev/pandas
changhiskhan,jorisvandenbossche,1,pandas-dev/pandas
changhiskhan,jreback,1,pandas-dev/pandas
changhiskhan,jschendel,1,pandas-dev/pandas
changhiskhan,jseabold,1,pandas-dev/pandas
changhiskhan,jtratner,1,pandas-dev/pandas
changhiskhan,lithomas1,1,pandas-dev/pandas
changhiskhan,lukemanley,1,pandas-dev/pandas
changhiskhan,mroeschke,1,pandas-dev/pandas
changhiskhan,mzeitlin11,1,pandas-dev/pandas
changhiskhan,natmokval,1,pandas-dev/pandas
changhiskhan,orbitfold,1,pandas-dev/pandas
changhiskhan,phofl,1,pandas-dev/pandas
changhiskhan,rhshadrach,1,pandas-dev/pandas
changhiskhan,simonjayhawkins,1,pandas-dev/pandas
changhiskhan,sinhrks,1,pandas-dev/pandas
changhiskhan,toobaz,1,pandas-dev/pandas
changhiskhan,topper-123,1,pandas-dev/pandas
changhiskhan,tuhinsharma121,1,pandas-dev/pandas
changhiskhan,twoertwein,1,pandas-dev/pandas
changhiskhan,wesm,1,pandas-dev/pandas
charettes,cjerdonek,1,django/django
charettes,claudep,1,django/django
charettes,felixxm,1,django/django
charettes,freakboy3742,1,django/django
charettes,gdub,1,django/django
charettes,hramezani,1,django/django
charettes,jacobian,1,django/django
charettes,jacobtylerwalls,1,django/django
charettes,jbronn,1,django/django
charettes,jdufresne,1,django/django
charettes,jezdez,1,django/django
charettes,jphalip,1,django/django
charettes,kmtracey,1,django/django
charettes,loic,1,django/django
charettes,malcolmt,1,django/django
charettes,mjtamlyn,1,django/django
charettes,nessita,1,django/django
charettes,ngnpope,1,django/django
charettes,ramiro,1,django/django
charettes,sarahboyce,1,django/django
charettes,sir-sigurd,1,django/django
charettes,smithdc1,1,django/django
charettes,spookylukey,1,django/django
charettes,timgraham,1,django/django
charettes,ubernostrum,1,django/django
